Model,acc,sen,spe,f1_macro,gmean,auc,aupr,precision,recall
SelfPacedEnsembleClassifier,0.9862,0.8486,0.9952,0.9374,0.9182,0.996,0.955,0.9577,0.9219
BalanceCascadeClassifier,0.9854,0.9265,0.9893,0.9396,0.9572,0.9968,0.9583,0.9248,0.9579
UnderBaggingClassifier,0.9714,0.9568,0.9723,0.8947,0.9644,0.9942,0.9253,0.8467,0.9646
EasyEnsembleClassifier,0.9661,0.9264,0.9687,0.8761,0.9471,0.9733,0.7373,0.8281,0.9475
RUSBoostClassifier,0.9343,0.7748,0.9446,0.7821,0.8541,0.9418,0.581,0.743,0.8597
BalancedRandomForestClassifier,0.9624,0.9395,0.9639,0.8673,0.9514,0.9898,0.8818,0.8148,0.9517
AdaCostClassifier,0.8558,0.9784,0.8478,0.6871,0.9105,0.937,0.4325,0.649,0.9131
AdaUBoostClassifier,0.9658,0.8962,0.9703,0.8726,0.9324,0.9564,0.7539,0.8301,0.9333
AsymBoostClassifier,0.97,0.8183,0.9799,0.8768,0.8948,0.9656,0.7653,0.8598,0.8991
